Description;Points;Title;Price;Designation;Variety;Country;Winery;Taster;Alcohol;Bottle size;Category;Importer;Date published;Region;City
Glossy and bright, this opens with alluring aromas of camphor, wild red berry, violet and wet stone. The elegant palate delivers juicy red cherry, orange slice, star anise and crushed mint alongside flexible tannins and racy acidity. KERIN O’KEEFE;92;Tascante 2017 Ghiaia Nera Rosso (Etna);$22;Ghiaia Nera Rosso;Nerello Mascalese, Italian Red;Etna, Sicily & Sardinia, Italy;Tascante;KERIN O’KEEFE;13.5%;750 ml;Red;Dalla Terra Winery Direct;1/1/2020;Sicily & Sardinia;Etna
Mediterranean brush and exotic spice aromas combine with whiffs of wet stone and wild herbs on this 100% Nerello Mascalese. The aromas march on to the palate together with ripe Marasca cherry, licorice and dried mint. Taut but lithe tannins and bright acidity provide support. Drink through 2026. KERIN O’KEEFE;92;Tenuta di Fessina 2014 Il Musmeci Riserva Rosso (Etna);$51;Il Musmeci Riserva Rosso;Nerello Mascalese, Italian Red;Etna, Sicily & Sardinia, Italy;Tenuta di Fessina;KERIN O’KEEFE;13.5%;750 ml;Red;Vineyard Brands;1/1/2020;Sicily & Sardinia;Etna
Violet, wild red berry and Mediterranean brush aromas mingle with a whiff of wet stone. It's polished, delicious and easygoing, delivering black berry, crushed raspberry and star anise alongside bright acidity and lithe, elegant tannins. Drink through 2023. KERIN O’KEEFE;92;Torre Mora 2018 Cauru Rosso (Etna);$22;Cauru Rosso;Nerello Mascalese, Italian Red;Etna, Sicily & Sardinia, Italy;Torre Mora;KERIN O’KEEFE;13.5%;750 ml;Red;Foley Family Wines;1/1/2020;Sicily & Sardinia;Etna
This opens with aromas suggesting scorched earth, carob, Mediterranean scrub and prune. Reflecting the nose, the brawny palate offers hazelnut, raisin, orange zest and dried mint alongside smooth, enveloping tannins. KERIN O’KEEFE;92;Frank Cornelissen 2016 Magma Nerello Mascalese (Terre Siciliane);$280;Magma;Nerello Mascalese, Italian Red;Terre Siciliane, Sicily & Sardinia, Italy;Frank Cornelissen;KERIN O’KEEFE;15%;750 ml;Red;Zev Rovine Selections;1/1/2020;Sicily & Sardinia;Terre Siciliane
A blend of 60% Nero d'Avola and 40% Nocera, this has enticing scents of Mediterranean brush, wild blueberry and eucalyptus. The aromas carry over the taut palate along with blackberry jam, star anise, carob and a hint of cocoa. Densely woven but fine-grained tannins provide the framework. KERIN O’KEEFE;92;Planeta 2016 Red (Mamertino);$35;;Red Blends, Red Blends;Mamertino, Sicily & Sardinia, Italy;Planeta;KERIN O’KEEFE;13.5%;750 ml;Red;Taub Family Selections;1/1/2020;Sicily & Sardinia;Mamertino
Exotic incense, oak, mint and Mediterranean brush aromas lift out of the glass. The smooth, concentrated palate offers licorice, dried cherry and orange zest alongside taut, polished tannins and fresh acidity. Drink through 2026. KERIN O’KEEFE;92;Firriato 2014 Cavanera Rovo delle Coturnie (Etna);$45;Cavanera Rovo delle Coturnie;Red Blends, Red Blends;Etna, Sicily & Sardinia, Italy;Firriato;KERIN O’KEEFE;14.5%;750 ml;Red;Soilair Selection;1/1/2020;Sicily & Sardinia;Etna
Hawthorn, acacia, wild herb and white stone fruit aromas lift out of the glass. Racy and refined, the savory palate doles out creamy white peach, yellow pear and lemon slice, alongside tangy acidity, while a foaming mousse lends finesse. It closes on a white almond note. KERIN O’KEEFE;92;Le Manzane 2018 Manzane 20.10 Brut (Valdobbiadene Prosecco Superiore);$18;Manzane 20.10 Brut;Glera, Italian White;Valdobbiadene Prosecco Superiore, Veneto, Italy;Le Manzane;KERIN O’KEEFE;11.5%;750 ml;Sparkling;Wine Emporium;1/1/2020;Veneto;Valdobbiadene Prosecco Superiore
Aromas of underbrush, pressed rose, Mediterranean herb and wild red berry shape the nose. Linear and ethereally elegant, the palate offers dried cherry, pomegranate, star anise and smoky minerality alongside polished tannins. It's balanced, with vibrant acidity. Drink through 2026. KERIN O’KEEFE;92;Theresa Eccher 2014 Etna;;;Red Blends, Red Blends;Etna, Sicily & Sardinia, Italy;Theresa Eccher;KERIN O’KEEFE;13.5%;750 ml;Red;Mission Wine Company;1/1/2020;Sicily & Sardinia;Etna
Elegant and savory, this linear white offers delicate scents of spring blossom and yellow stone fruit along with a whiff of citrus. The crisp palate boasts tension and energy, offering yellow pear, apricot, Meyer lemon and tangy mineral notes of saline alongside racy acidity. KERIN O’KEEFE;92;Planeta 2018 Bianco (Etna);$27;Bianco;Carricante, Italian White;Etna, Sicily & Sardinia, Italy;Planeta;KERIN O’KEEFE;12.5%;750 ml;White;Taub Family Selections;1/1/2020;Sicily & Sardinia;Etna
This blend of Nero d'Avola, Petit Verdot, Syrah and a small percentage of other grape varieties offers ripe dark-skinned berry, mocha and cedar aromas. The concentrated but elegant palate delivers prune, licorice, tobacco and carob notes alongside fine-grained tannins. Enjoy through 2025. KERIN O’KEEFE;92;Donnafugata 2015 Mille e Una Notte Red (Sicilia);$85;Mille e Una Notte;Red Blends, Red Blends;Sicilia, Sicily & Sardinia, Italy;Donnafugata;KERIN O’KEEFE;13.5%;750 ml;Red;Folio Fine Wine Partners;1/1/2020;Sicily & Sardinia;Sicilia
Elegant and structured, this opens with delicate, alluring scents of yellow stone fruit, citrus, Spanish broom and Mediterranean herb. The full-bodied palate boasts freshness and finesse, delivering yellow peach, apricot, Meyer lemon and saline before a lingering honeyed almond finish. KERIN O’KEEFE;92;Planeta 2018 Cometa Fiano (Sicilia);$64;Cometa;Fiano, Italian White;Sicilia, Sicily & Sardinia, Italy;Planeta;KERIN O’KEEFE;13.5%;750 ml;White;Taub Family Selections;1/1/2020;Sicily & Sardinia;Sicilia
Aromas of wild berry, Mediterranean scrub, carob and exotic spice mingle with a light whiff of toasted coffee bean. The linear, elegant palate offers mulberry, blackberry, licorice and hazelnut set against taut, fine-grained tannins and fresh acidity. Drink through 2030. KERIN O’KEEFE;92;Torre Mora 2016 Chiuse Vidalba Rosso (Etna);$70;Chiuse Vidalba Rosso;Red Blends, Red Blends;Etna, Sicily & Sardinia, Italy;Torre Mora;KERIN O’KEEFE;13.5%;750 ml;Red;Foley Family Wines;1/1/2020;Sicily & Sardinia;Etna
Smooth and bright, this boasts an earthy elegance, opening with aromas of wild berry, blue flower and Mediterranean herb that interlace with earthy whiffs of leather and game. The juicy, linear palate offers crushed red cherry, orange zest, star anise and white pepper alongside lithe tannins and lively acidity. It closes on a saline note. Drink through 2027. KERIN O’KEEFE;91;Benanti 2017 Rosso (Etna);$22;Rosso;Red Blends, Red Blends;Etna, Sicily & Sardinia, Italy;Benanti;KERIN O’KEEFE;13.5%;750 ml;Red;Tradizione Imports;1/1/2020;Sicily & Sardinia;Etna
Rose, red berry and Asian incense aromas lift out of the glass on this fragrant red. Made entirely with Nerello Mascalese, the elegant palate delivers sour cherry, pomegranate, exotic spice and saline mineral notes alongside pliant tannins and bright acidity. KERIN O’KEEFE;91;Donnafugata 2016 Sul Vulcano Rosso (Etna);$35;Sul Vulcano Rosso;Nerello Mascalese, Italian Red;Etna, Sicily & Sardinia, Italy;Donnafugata;KERIN O’KEEFE;13.5%;750 ml;Red;Folio Fine Wine Partners;1/1/2020;Sicily & Sardinia;Etna
Aromas of smoky flint, leather, red berry and brown spice mingle with whiffs of game and rusty iron. The aromas follow over to the firmly structured but linear palate along with ripe Marasca cherry, orange zest and carob. Tight, dusty tannins and mineral tension provide the framework. KERIN O’KEEFE;91;Tenuta di Fessina 2017 Laeneo Nerello Cappuccio (Sicilia);$42;Laeneo;Nerello Cappuccio, Italian Red;Sicilia, Sicily & Sardinia, Italy;Tenuta di Fessina;KERIN O’KEEFE;12.5%;750 ml;Red;Vineyard Brands;1/1/2020;Sicily & Sardinia;Sicilia
This opens with earthy aromas of dark-skinned berry, new leather, cedar and tilled soil. The savory palate delivers black plum, cassis, tobacco and licorice alongside fine-grained tannins. Enjoy through 2025. KERIN O’KEEFE;91;Donnafugata 2016 Tancredi Red (Terre Siciliane);$42;Tancredi;Red Blends, Red Blends;Terre Siciliane, Sicily & Sardinia, Italy;Donnafugata;KERIN O’KEEFE;14%;750 ml;Red;Folio Fine Wine Partners;1/1/2020;Sicily & Sardinia;Terre Siciliane
White spring flower, summer orchard fruit and a whiff of citrus lead the nose. On the juicy, savory palate, a saline note underscores mature yellow apple, Bartlett pear and Meyer lemon before an almond close. KERIN O’KEEFE;91;Montevetrano 2017 Core White (Campania);$30;Core;White Blend;Campania, Southern Italy, Italy;Montevetrano;KERIN O’KEEFE;13.5%;750 ml;White;LLS–Winebow;1/1/2020;Southern Italy;Campania
Delicately enticing scents of spring wildflower, white stone fruit and beeswax mingle together on this crisp, elegant white. It's linear, balanced and loaded with finesse, delivering ripe yellow pear, lemon zest, Mediterranean herb and saline alongside crisp acidity. KERIN O’KEEFE;91;Pietradolce 2018 Archiner Biancoi (Etna);$37;Archiner Biancoi;Carricante, Italian White;Etna, Sicily & Sardinia, Italy;Pietradolce;KERIN O’KEEFE;13%;750 ml;White;Empson USA Ltd;1/1/2020;Sicily & Sardinia;Etna
Aromas of fragrant spring flower and white orchard fruit form the delicately enticing nose. Dry and savory, the vibrant palate shows crunchy apple, Anjou pear and a hint of green melon alongside crisp acidity. Foaming bubbles soften the finish. KERIN O’KEEFE;91;Malibràn 2018 5 Grammi Extra Brut (Valdobbiadene Prosecco Superiore);$25;5 Grammi Extra Brut;Glera, Italian White;Valdobbiadene Prosecco Superiore, Veneto, Italy;Malibràn;KERIN O’KEEFE;11.5%;750 ml;Sparkling;Admiralty Beverage;1/1/2020;Veneto;Valdobbiadene Prosecco Superiore
Aromas of French oak lead the nose along with whiffs of pressed rose, camphor and wild berry. On the tightly knit palate, taut, close-grained tannins accompany dried cherry, mint and licorice before a drying, roasted coffee bean finish. KERIN O’KEEFE;91;Palmento Costanzo 2015 Contrada Santo Spirito (Etna);$70;Contrada Santo Spirito;Red Blends, Red Blends;Etna, Sicily & Sardinia, Italy;Palmento Costanzo;KERIN O’KEEFE;14%;750 ml;Red;Artisanal Cellars;1/1/2020;Sicily & Sardinia;Etna
Made with Nero d'Avola, this opens with aromas of ripe black-skinned fruit, underbrush and baking spice. It's juicy and balanced, delivering black cherry, crushed plum, clove and star anise flavors alongside fine-grained tannins. Drink through 2025. KERIN O’KEEFE;91;MandraRossa 2016 Terre del Sommacco Red (Sicilia);$50;Terre del Sommacco;Red Blends, Red Blends;Sicilia, Sicily & Sardinia, Italy;MandraRossa;KERIN O’KEEFE;14%;750 ml;Red;Palm Bay International;1/1/2020;Sicily & Sardinia;Sicilia
Wild berry, geranium, Mediterranean scrub and eucalyptus aromas lift out of the glass. This is made entirely from the native grape Nocera, and its smooth palate boasts dense fruit, including ripe raspberry, black cherry and plum, while white pepper adds depth. Soft and enveloping, it's made to be enjoyed young, so drink soon. KERIN O’KEEFE;91;Planeta 2017 Nocera (Sicilia);$31;;Nocera, Italian Red;Sicilia, Sicily & Sardinia, Italy;Planeta;KERIN O’KEEFE;13%;750 ml;Red;Taub Family Selections;1/1/2020;Sicily & Sardinia;Sicilia
Aromas of beeswax and white stone fruit mingling with a whiff of oak-driven vanilla shape the nose. The palate offers mature yellow apple, lemon zest, saline and a hint of espresso together with crisp acidity and mineral-driven tension. KERIN O’KEEFE;91;Tenuta di Fessina 2015 Il Musmeci Contrada Caselle Bianco (Etna);$180;Il Musmeci Contrada Caselle Bianco;White Blend;Etna, Sicily & Sardinia, Italy;Tenuta di Fessina;KERIN O’KEEFE;13.5%;750 ml;White;Vineyard Brands;1/1/2020;Sicily & Sardinia;Etna
Aromas of eucalyptus mingle with oak, black-skinned berry and exotic spice. Elegantly structured, the medium-bodied palate offers dried black cherry, orange zest and licorice alongside tight, fine-grained tannins before an espresso close. KERIN O’KEEFE;91;Cusumano 2015 Guardiola Rosso (Etna);$59;Guardiola Rosso;Red Blends, Red Blends;Etna, Sicily & Sardinia, Italy;Cusumano;KERIN O’KEEFE;14%;750 ml;Red;Terlato Wines International;1/1/2020;Sicily & Sardinia;Etna
Aromas of white and yellow stone fruit mix with floral scents of white spring blossom. Tangy and polished, the softly sparkling palate delivers mature yellow apple, ripe Anjou pear and lemon zest alongside crisp acidity. An almond note lingers on the close. KERIN O’KEEFE;90;Adami 2018 Vigneto Giardino Rive di Colbertaldo Asciutto (Valdobbiadene Prosecco Superiore);$18;Vigneto Giardino Rive di Colbertaldo Asciutto;Glera, Italian White;Valdobbiadene Prosecco Superiore, Veneto, Italy;Adami;KERIN O’KEEFE;11%;750 ml;Sparkling;Dalla Terra Winery Direct;1/1/2020;Veneto;Valdobbiadene Prosecco Superiore
Aromas of dark-skinned berry, cedar and cooking spice emerge from the glass. The savory palate offers dried black cherry, mocha and licorice alongside firm tannins. Drink after 2020. KERIN O’KEEFE;90;Enrico Serafino 2016 Sanavento (Barbaresco);$38;Sanavento;Nebbiolo;Barbaresco, Piedmont, Italy;Enrico Serafino;KERIN O’KEEFE;14%;750 ml;Red;Dalla Terra Winery Direct;1/1/2020;Piedmont;Barbaresco
This opens with heady scents of honeysuckle and tropical fruit and a whiff of Mediterranean brush. The racy, refreshing palate doles out yellow peach, pineapple and grapefruit alongside a saline note. KERIN O’KEEFE;90;Feudo Montoni 2018 Grillo (Sicilia);$19;;Grillo, Italian White;Sicilia, Sicily & Sardinia, Italy;Feudo Montoni;KERIN O’KEEFE;13%;750 ml;White;Wilson Daniels Ltd;1/1/2020;Sicily & Sardinia;Sicilia
Scorched earth, blue flower and plum mix with balsamic aromas of camphor on this brawny red. Full-bodied and concentrated, the dense—almost syrupy—palate offers dried cherry, prune, mint and star anise alongside tight, close-grained tannins that leave a rather astringent, drying finish. You'll also detect the heat of evident alcohol. KERIN O’KEEFE;90;Pietradolce 2016 Barbagalli Rosso (Etna);$114;Barbagalli Rosso;Nerello Mascalese, Italian Red;Etna, Sicily & Sardinia, Italy;Pietradolce;KERIN O’KEEFE;15%;750 ml;Red;Empson USA Ltd;1/1/2020;Sicily & Sardinia;Etna
Coconut and hazelnut aromas mingle with ripe, dark-skinned berry aromas. Reflecting the nose, the tight palate offers toast, licorice and blackberry jam alongside tightly knit, drying tannins. KERIN O’KEEFE;90;Cusumano 2017 Alta Mora Rosso (Etna);$24;Alta Mora Rosso;Red Blends, Red Blends;Etna, Sicily & Sardinia, Italy;Cusumano;KERIN O’KEEFE;14%;750 ml;Red;Terlato Wines International;1/1/2020;Sicily & Sardinia;Etna
Fresh and savory, this elegant, crowd-pleasing red has aromas of red and black-skinned berry and culinary spice. Juicy and delicious, the lithe palate doles out succulent Morello cherry, crushed raspberry and star anise while polished tannins offer smooth support. It's made to be drunk young, so enjoy soon. KERIN O’KEEFE;90;Tasca d'Almerita 2017 Tenuta Regaleali Nero d'Avola (Sicilia);$15;Tenuta Regaleali;Nero d'Avola, Italian Red;Sicilia, Sicily & Sardinia, Italy;Tasca d'Almerita;KERIN O’KEEFE;13.5%;750 ml;Red;Winebow;1/1/2020;Sicily & Sardinia;Sicilia
Made with 90% Carricante and 10% Catarratto, this has delicate aromas of white spring flower, Mediterranean scrub and pear. On the rounded palate, tangy acidity lifts yellow apple, Meyer lemon, acacia honey and almond before a saline close. KERIN O’KEEFE;90;Palmento Costanzo 2018 Bianco di Sei (Etna);$39;Bianco di Sei;White Blend;Etna, Sicily & Sardinia, Italy;Palmento Costanzo;KERIN O’KEEFE;12%;750 ml;White;Artisanal Cellars;1/1/2020;Sicily & Sardinia;Etna
Juicy and savory, this has aromas evoking black-skinned berry, crushed mint, carob and a hint of Mediterranean brush. On the linear, taut palate, dusty tannins accompany juicy blackberry, blueberry and almond. Drink through 2023. KERIN O’KEEFE;90;Feudo Montoni 2018 Core Perricone (Sicilia);$26;Core;Perricone, Italian Red;Sicilia, Sicily & Sardinia, Italy;Feudo Montoni;KERIN O’KEEFE;13.5%;750 ml;Red;Wilson Daniels Ltd;1/1/2020;Sicily & Sardinia;Sicilia
Enticing floral aromas of wisteria and hawthorn mingle with white peach. On the creamy palate, a polished mousse wraps around Granny Smith apple, green melon and candied citrus notes alongside bright acidity. KERIN O’KEEFE;90;Andreola 2018 Dirupo Extra Dry (Valdobbiadene Prosecco Superiore);$21;Dirupo Extra Dry;Glera, Italian White;Valdobbiadene Prosecco Superiore, Veneto, Italy;Andreola;KERIN O’KEEFE;11.5%;750 ml;Sparkling;Siena Imports;1/1/2020;Veneto;Valdobbiadene Prosecco Superiore
